CAT,LSP,AA,AB,BB,ALL,AA (Common),AB (Common),BB (Common),ALL (Common),AA (Same Flavour),AB (Same Flavour),BB (Same Flavour),ALL (Same Flavour)
L_3 Q_3 D_3,['G'],"{'33bbjjTX', 'ttttbbTT', 'tbbbbbbbTX', 'ttbbbbX', '3tbbjjTT', '33bbjjjjX', 'ttbbTT', 'ttttbbbbTT', 'tttbbbbbTX', 'bbbbX', 'tbbbTX', 'ttbbbbTT', 'ttttttbbTT', '333bbbjjX', '3bbbjjX', 'tbbbbbTX', '33bbjjjjTT', 'tttbbbTX', 'tttttbbbTX', 'ttttbbbbX', 'ttbbbbbbX', 'bbbbbbX', 'ttbbbbbbTT', '333tbbjjTT', 'bbbbbbbbX', '33bbjjjjTX', '3333bbjjTX'}",-,-,"{'33bbjjTX', 'ttttbbTT', 'tbbbbbbbTX', 'ttbbbbX', '3tbbjjTT', '33bbjjjjX', 'ttbbTT', 'ttttbbbbTT', 'tttbbbbbTX', 'bbbbX', 'tbbbTX', 'ttbbbbTT', 'ttttttbbTT', '333bbbjjX', '3bbbjjX', 'tbbbbbTX', '33bbjjjjTT', 'tttbbbTX', 'tttttbbbTX', 'ttttbbbbX', 'ttbbbbbbX', 'bbbbbbX', 'ttbbbbbbTT', '333tbbjjTT', 'bbbbbbbbX', '33bbjjjjTX', '3333bbjjTX'}",bb,-,-,bb,"['ttttbbTT', '3jjtbbTT', 'tbbtbbTT', '33jjbbTX', 'tbbbbbTX', 'tttbbbTX', 'ttbbbbX', '3jjbbbX', 'bbbbbbX', '33jjjjbbX', '333bjjbbX', 'ttttbbbbX', 'ttbbbbbbX', 'bbbbbbbbX', 'tbbbTX', 'bbbbX', 'tbbbbbbbTX', 'tttbbbbbTX', 'tttttbbbTX', '33jjjjbbTX', '3333jjbbTX', 'ttbbTT', 'ttttbbbbTT', 'ttttttbbTT', '33jjjjbbTT', 'ttbbbbbbTT', '333tjjbbTT']",-,-,"['ttttbbTT', '3jjtbbTT', 'tbbtbbTT', '33jjbbTX', 'tbbbbbTX', 'tttbbbTX', 'ttbbbbX', '3jjbbbX', 'bbbbbbX', '33jjjjbbX', '333bjjbbX', 'ttttbbbbX', 'ttbbbbbbX', 'bbbbbbbbX', 'tbbbTX', 'bbbbX', 'tbbbbbbbTX', 'tttbbbbbTX', 'tttttbbbTX', '33jjjjbbTX', '3333jjbbTX', 'ttbbTT', 'ttttbbbbTT', 'ttttttbbTT', '33jjjjbbTT', 'ttbbbbbbTT', '333tjjbbTT']"
L_3 Q_3 D_3,"['H^+', 'H^0']","{'vv33bbTT', 'vv33bbTX', 'ttttTT', 'v3tbbX', 'v333bTX', 'v333bTT', 'tttbTX', 'tbbbTX', 'bbbbTT', 'ttbbX', 'ttbbTT', 'vv33bbX'}","{'ttbbTX', 'vv33bbTX', 'v333bTX', 'v333bTT', 'tbbbX', 'tbbbTT', 'bbbbTX', 'v33bbX', 'tttbTT', 'vv33bbTT', 'vv33bbX'}","{'vv33bbTX', 'v33bbTX', 'v3bbbX', 'bbbbX', 'tbbbTX', 'v3tbbTT', 'vv33bbTT', 'ttbbTT', 'vv33bbX'}","{'vv33bbTX', 'v333bTX', 'v333bTT', '333bTX', '33bbX', 'v33bbX', 'vv33bbTT', '3333TT', 'vv33bbX'}",,b,bb,,"['vv33bbX', 'v333bTT', 'v333bTX', 'tttbTX', 'bbtbTX', 'vv33bbTX', 'v3tbbX', 'ttbbX', 'ttttTT', 'bbbbTT', 'ttbbTT', 'vv33bbTT']","['vv33bbX', 'v333bTT', 'v333bTX', 'ttbbTX', 'bbbbTX', 'vv33bbTX', 'v33bbX', 'tbbbX', 'bbtbTT', 'tttbTT', 'vv33bbTT']","['vv33bbX', 'v3tbbTT', 'v33bbTX', 'tbbbTX', 'vv33bbTX', 'v3bbbX', 'bbbbX', 'ttbbTT', 'vv33bbTT']","['vv33bbX', 'v333bTT', 'v333bTX', '333bTX', 'vv33bbTX', 'v33bbX', '33bbX', '3333TT', 'vv33bbTT']"
L_3 Q_3 D_3,['q'],"{'33bbjjTX', '33bbjjTT', '33bbjjX'}",-,-,"{'33bbjjTX', '33bbjjTT', '33bbjjX'}",jjbb,-,-,jjbb,"['33bbjjTT', '33bbjjTX', '33bbjjX']",-,-,"['33bbjjTT', '33bbjjTX', '33bbjjX']"
L_3 Q_3 D_3,['d'],"{'ttbbjjTT', 'bbbbjjX', 'tbbbjjTX'}",-,-,"{'ttbbjjTT', 'bbbbjjX', 'tbbbjjTX'}",jjbb,-,-,jjbb,"['ttbbjjTT', 'tbbbjjTX', 'bbbbjjX']",-,-,"['ttbbjjTT', 'tbbbjjTX', 'bbbbjjX']"
L_3 Q_3 D_3,['u'],"{'ttbbjjTT', 'bbbbjjX', 'tbbbjjTX'}",-,-,"{'ttbbjjTT', 'bbbbjjX', 'tbbbjjTX'}",jjbb,-,-,jjbb,"['ttbbjjTT', 'tbbbjjTX', 'bbbbjjX']",-,-,"['ttbbjjTT', 'tbbbjjTX', 'bbbbjjX']"
L_3 Q_3 D_3,"['l', 'nu']","{'tbbbLTlX', 'bbbbLLX', 'ttbbTlX', 'ttbbTTll', 'tbbbLX', 'ttbbX'}","{'tbbbTTll', 'ttbbLTlX', 'tbbbX', 'bbbbLX', 'ttbbLX', 'tbbbLLX', 'bbbbLTlX'}","{'bbbbTlX', 'tbbbLTlX', 'bbbbX', 'ttbbLLX', 'tbbbLX', 'bbbbTTll'}","{'33bbTTll', '33bbLLX', '33bbX', '33bbLTlX', '33bbLX'}",bb,bb,bb,bb,"['tbbbLTlX', 'tbbbLX', 'bbLLbbX', 'ttTlbbX', 'ttbbX', 'ttbbTTll']","['ttbbLTlX', 'bbbbLTlX', 'bbbbLX', 'ttbbLX', 'tbbbLLX', 'tbbbX', 'tbbbTTll']","['tbbbLTlX', 'tbbbLX', 'bbTlbbX', 'ttLLbbX', 'bbbbX', 'bbbbTTll']","['33bbLTlX', '33bbLX', '33bbLLX', '33bbX', '33bbTTll']"
L_3 Q_3 D_3,['e'],"{'bbbbllX', 'ttbbTTll', 'tbbbTllX'}",-,-,"{'bbbbllX', 'ttbbTTll', 'tbbbTllX'}",llbb,-,-,llbb,"['bbbbllX', 'tbbbTllX', 'ttbbTTll']",-,-,"['bbbbllX', 'tbbbTllX', 'ttbbTTll']"
L_3 Q_3 D_3,"['b_L', 't_L']","{'tbbbbbTX', 'tttttbTX', 'tttbbbTX', 'ttttttTT', 'tttbTX', 'bbbbX', 'tbbbTX', 'ttbbbbTT', 'ttttbbTT', 'ttttbbX', 'bbX', 'ttbbbbX', 'bbbbbbX', 'ttbbX'}","{'tttttbTT', 'ttttbbTX', 'ttbbTX', 'tttbbbX', 'tbbbX', 'bbbbbbTX', 'tbbbTT', 'ttbbbbTX', 'bbbbTX', 'tttbTT', 'tbbbbbTT', 'tttbbbTT', 'tbbbbbX', 'bbTX'}","{'tbbbbbTX', 'bbTT', 'tttbbbTX', 'bbbbbbTT', 'tbbbTX', 'ttbbbbTT', 'ttttbbTT', 'ttbbbbX', 'bbbbTT', 'ttbbTT'}","{'333333TT', 'bbTT', '3333bbX', '333bTX', '33bbX', 'bbTX', 'bbX', '333bTT', '33333bTX'}",,b,bb,,"['ttttttTT', 'bbbbttTT', 'ttbbttTT', 'bbbbtbTX', 'tttttbTX', 'ttbbtbTX', 'tttbTX', 'bbtbTX', 'bbX', 'bbbbX', 'ttbbX', 'ttttbbX', 'ttbbbbX', 'bbbbbbX']","['tttttbTT', 'bbbbtbTT', 'ttbbtbTT', 'ttttbbTX', 'bbbbbbTX', 'ttbbbbTX', 'ttbbTX', 'bbbbTX', 'tbbbX', 'bbTX', 'bbtbTT', 'tttbTT', 'tttbbbX', 'bbtbbbX']","['bbbbbbTT', 'ttbbbbTT', 'ttttbbTT', 'bbtbbbTX', 'tttbbbTX', 'tbbbTX', 'bbTT', 'bbbbTT', 'ttbbTT', 'ttbbbbX']","['333333TT', '33333bTX', '333bTX', 'bbTT', 'bbX', '33bbX', 'bbTX', '333bTT', '3333bbX']"
L_3 Q_3 D_3,['t'],"{'tbbbbbTX', 'tttbbbTX', 'bbbbbbTT', 'ttbbbbTT', 'ttttbbTT', 'ttbbbbX'}",-,-,"{'tbbbbbTX', 'tttbbbTX', 'bbbbbbTT', 'ttbbbbTT', 'ttttbbTT', 'ttbbbbX'}",bb,-,-,bb,"['bbbbbbTT', 'ttbbbbTT', 'ttttbbTT', 'bbtbbbTX', 'tttbbbTX', 'ttbbbbX']",-,-,"['bbbbbbTT', 'ttbbbbTT', 'ttttbbTT', 'bbtbbbTX', 'tttbbbTX', 'ttbbbbX']"
L_3 Q_3 D_3,['b'],"{'tbbbbbTX', 'tbTX', 'ttTT', 'tttbbbTX', 'tttbTX', 'bbbbX', 'tbbbTX', 'ttbbbbTT', 'ttttbbX', 'bbX', 'ttbbbbX', 'bbbbbbX', 'ttbbX', 'ttbbTT'}",-,-,"{'tbbbbbTX', 'tbTX', 'ttTT', 'tttbbbTX', 'tttbTX', 'bbbbX', 'tbbbTX', 'ttbbbbTT', 'ttttbbX', 'bbX', 'ttbbbbX', 'bbbbbbX', 'ttbbX', 'ttbbTT'}",,-,-,,"['ttbbbbTT', 'bbtbbbTX', 'tttbbbTX', 'tttbTX', 'bbtbTX', 'ttTT', 'bbX', 'bbbbX', 'ttbbX', 'tbTX', 'ttbbTT', 'ttttbbX', 'ttbbbbX', 'bbbbbbX']",-,-,"['ttbbbbTT', 'bbtbbbTX', 'tttbbbTX', 'tttbTX', 'bbtbTX', 'ttTT', 'bbX', 'bbbbX', 'ttbbX', 'tbTX', 'ttbbTT', 'ttttbbX', 'ttbbbbX', 'bbbbbbX']"
L_3 Q_3 D_3,"['tau_L', 'nu_tau']","{'tbbbTTTX', 'bbbbTTX', 'tbbbTX', 'ttbbTTTT', 'ttbb', 'ttbbTTX', 'ttbbX', 'ttbbTT'}","{'ttbbTX', 'tbbbX', 'tbbbTTTT', 'ttbbTTTX', 'tbbbTT', 'bbbbTX', 'bbbbTTTX', 'tbbb', 'tbbbTTX'}","{'bbbb', 'tbbbTTTX', 'bbbbTTX', 'bbbbX', 'tbbbTX', 'ttbbTTX', 'bbbbTTTT', 'bbbbTT'}","{'33bbTX', '33bbTT', '33bbTTTX', '33bbTTTT', '33bbX', '33bbTTX', '33bb'}",bb,bb,bb,bb,"['tbbbTTTX', 'tbbbTX', 'ttbb', 'bbbbTTX', 'ttbbTTX', 'ttbbX', 'ttbbTT', 'ttbbTTTT']","['ttbbTTTX', 'bbbbTTTX', 'ttbbTX', 'bbbbTX', 'tbbb', 'tbbbTTX', 'tbbbX', 'tbbbTT', 'tbbbTTTT']","['tbbbTTTX', 'tbbbTX', 'bbbb', 'bbbbTTX', 'ttbbTTX', 'bbbbX', 'bbbbTT', 'bbbbTTTT']","['33bbTTTX', '33bbTX', '33bb', '33bbTTX', '33bbX', '33bbTT', '33bbTTTT']"
L_3 Q_3 D_3,['tau'],"{'tbbbTTTX', 'ttbbTTTT', 'bbbbTTX'}",-,-,"{'tbbbTTTX', 'ttbbTTTT', 'bbbbTTX'}",TTbb,-,-,TTbb,"['bbbbTTX', 'tbbbTTTX', 'ttbbTTTT']",-,-,"['bbbbTTX', 'tbbbTTTX', 'ttbbTTTT']"
